DRUH	NOVÁ AKREDITACE	NÁZEV SP/SO	TYP SP	NÁZEV SP	VYSOKÁ ŠKOLA	FAKULTA	FS	ISCED-F	SDS	JAZYK	PROFIL	OV1	PODIL OV1	OV2	PODIL OV2	OV3	PODIL OV3	OV4	PODIL OV4	OV5	PODIL OV5	KRAJ	PLATNOST AKREDITACE DO
SP	ANO	Geoinformatics and cartography	doktorský	Geoinformatics and cartography	Univerzita Palackého v Olomouci	Přírodovědecká fakulta	3, 1	0532	4	angličtina		Vědy o Zemi 	100		0		0					Olomoucký	8.8.2028
SP	ANO	Geoinformatics and Cartography	navazující magisterský	Geoinformatics and Cartography	Univerzita Palackého v Olomouci	Přírodovědecká fakulta	3, 1	0532	2	angličtina	akademicky zaměřený	Vědy o Zemi 	100		0		0					Olomoucký	8.8.2028
SP	ANO	Geoinformatics, Cartography and Remote Sensing	doktorský	Geoinformatics, Cartography and Remote Sensing	Univerzita Karlova	Přírodovědecká fakulta	3, 1	0532	4	angličtina		Vědy o Zemi 	100		0		0		0		0	Praha	23.10.2024
SP	ANO	Geoinformatics, Cartography and Remote Sensing	navazující magisterský	Geoinformatics, Cartography and Remote Sensing	Univerzita Karlova	Přírodovědecká fakulta	1	0532	2	angličtina	akademicky zaměřený	Vědy o Zemi 	100		0		0		0		0	Praha	27.5.2030
SO	NE	Geoinformatika	navazující magisterský	Geodézie a kartografie	České vysoké učení technické v Praze	Fakulta stavební	1	0731	2	čeština												Praha	31.12.2024
SO	NE	Geoinformatika	navazující magisterský	Geografie	Univerzita Palackého v Olomouci	Přírodovědecká fakulta	1	0532	2	čeština												Olomoucký	31.12.2024
SO	NE	Geoinformatika	bakalářský	Geodézie a kartografie	Vysoká škola báňská – Technická univerzita Ostrava	Hornicko-geologická fakulta	3, 1	0731	3	čeština												Moravskoslezský	31.12.2024
SO	NE	Geoinformatika	bakalářský	Geodézie a kartografie	Vysoká škola báňská – Technická univerzita Ostrava	Hornicko-geologická fakulta	3, 1	0731	3	čeština												Moravskoslezský	31.12.2024
SO	NE	Geoinformatika	doktorský	Geodézie a kartografie	Vysoká škola báňská – Technická univerzita Ostrava	Hornicko-geologická fakulta	3, 1	0731	3	čeština												Moravskoslezský	31.12.2024
SO	NE	Geoinformatika	navazující magisterský	Geodézie a kartografie	Vysoká škola báňská – Technická univerzita Ostrava	Hornicko-geologická fakulta	3, 1	0731	2	čeština												Moravskoslezský	31.12.2024
SO	NE	Geoinformatika	navazující magisterský	Geodézie a kartografie	Vysoká škola báňská – Technická univerzita Ostrava	Hornicko-geologická fakulta	3, 1	0731	2	čeština												Moravskoslezský	31.12.2024
SO	NE	Geoinformatika	doktorský	Geodézie, kartografie a geoinformatika (čtyřleté)	Vysoká škola báňská – Technická univerzita Ostrava	Hornicko-geologická fakulta	3, 1		4	čeština												Moravskoslezský	31.12.2024
SP	ANO	Geoinformatika	bakalářský	Geoinformatika	Vysoká škola báňská – Technická univerzita Ostrava	Hornicko-geologická fakulta	3, 1	0532	3	čeština	akademicky zaměřený	Vědy o Zemi 	100		0		0		0		0	Moravskoslezský	23.11.2030
SP	ANO	Geoinformatika	doktorský	Geoinformatika	Vysoká škola báňská – Technická univerzita Ostrava	Hornicko-geologická fakulta	3, 1	0532	4	čeština		Vědy o Zemi 	100		0		0		0		0	Moravskoslezský	19.4.2031
SP	ANO	Geoinformatika	navazující magisterský	Geoinformatika	Vysoká škola báňská – Technická univerzita Ostrava	Hornicko-geologická fakulta	3, 1	0532	2	čeština	akademicky zaměřený	Vědy o Zemi 	100		0		0		0		0	Moravskoslezský	19.4.2031
SO	NE	Geoinformatika a geografie	bakalářský	Geografie	Univerzita Palackého v Olomouci	Přírodovědecká fakulta	1	0532	3	čeština												Olomoucký	31.12.2024
SO	NE	Geoinformatika a kartografie	doktorský	Geografie (čtyřletá)	Univerzita Palackého v Olomouci	Přírodovědecká fakulta	3, 1	0532	4	čeština												Olomoucký	31.12.2024
SP	ANO	Geoinformatika a kartografie	bakalářský	Geoinformatika a kartografie	Univerzita Palackého v Olomouci	Přírodovědecká fakulta	3, 1	0532	3	čeština	akademicky zaměřený	Vědy o Zemi 	100		0		0					Olomoucký	8.8.2028
SP	ANO	Geoinformatika a kartografie	doktorský	Geoinformatika a kartografie	Univerzita Palackého v Olomouci	Přírodovědecká fakulta	3, 1	0532	4	čeština		Vědy o Zemi 	100		0		0					Olomoucký	8.8.2028
SP	ANO	Geoinformatika a kartografie	navazující magisterský	Geoinformatika a kartografie	Univerzita Palackého v Olomouci	Přírodovědecká fakulta	3, 1	0532	2	čeština	akademicky zaměřený	Vědy o Zemi 	100		0		0					Olomoucký	8.8.2028
SP	ANO	Geoinformatika, kartografie a dálkový průzkum Země	doktorský	Geoinformatika, kartografie a dálkový průzkum Země	Univerzita Karlova	Přírodovědecká fakulta	3, 1	0532	4	čeština		Vědy o Zemi 	100		0		0		0		0	Praha	23.10.2024
SP	ANO	Geoinformatika, kartografie a dálkový průzkum Země	navazující magisterský	Geoinformatika, kartografie a dálkový průzkum Země	Univerzita Karlova	Přírodovědecká fakulta	1	0532	2	čeština	akademicky zaměřený	Vědy o Zemi 	100		0		0		0		0	Praha	27.5.2030
SO	NE	Geological Engineering	doktorský	Geological Engineering	Vysoká škola báňská – Technická univerzita Ostrava	Hornicko-geologická fakulta	3, 1		3	angličtina												Moravskoslezský	31.12.2024
SO	NE	Geological Engineering	bakalářský	Geologické inženýrství	Vysoká škola báňská – Technická univerzita Ostrava	Hornicko-geologická fakulta	3, 1	0588	3	angličtina												Moravskoslezský	31.12.2024
SO	NE	Geological Engineering	doktorský	Geological Engineering	Vysoká škola báňská – Technická univerzita Ostrava	Hornicko-geologická fakulta	3, 1	0588	3	angličtina												Moravskoslezský	31.12.2024
SO	NE	Geological Engineering	doktorský	Geological Engineering	Vysoká škola báňská – Technická univerzita Ostrava	Hornicko-geologická fakulta	3, 1	0588	3	angličtina												Moravskoslezský	31.12.2024
SO	NE	Geological Engineering	doktorský	Geological Engineering	Vysoká škola báňská – Technická univerzita Ostrava	Hornicko-geologická fakulta	3, 1	0588	4	angličtina												Moravskoslezský	31.12.2024
SO	NE	Geological Engineering	navazující magisterský	Geologické inženýrství	Vysoká škola báňská – Technická univerzita Ostrava	Hornicko-geologická fakulta	3, 1	0588	2	angličtina												Moravskoslezský	31.12.2024
SO	NE	Geological Science	doktorský	Geologie (čtyřletá)	Masarykova univerzita	Přírodovědecká fakulta	3, 1	0532	4	angličtina												Jihomoravský	31.12.2024
SO	NE	Geological Sciences	doktorský		Univerzita Palackého v Olomouci	Přírodovědecká fakulta	3, 1		4	angličtina												Olomoucký	31.12.2024
SP	ANO	Geological Sciences	doktorský	Geological Sciences	Univerzita Palackého v Olomouci	Přírodovědecká fakulta	3, 1	0532	4	angličtina		Vědy o Zemi 	100		0		0					Olomoucký	8.8.2028
SO	NE	Geologické inženýrství	doktorský	Geologické inženýrství	Vysoká škola báňská – Technická univerzita Ostrava	Hornicko-geologická fakulta	3, 1		3	čeština												Moravskoslezský	31.12.2024
SO	NE	Geologické inženýrství	bakalářský	Geologické inženýrství	Vysoká škola báňská – Technická univerzita Ostrava	Hornicko-geologická fakulta	3, 1	0588	3	čeština												Moravskoslezský	31.12.2024
SO	NE	Geologické inženýrství	doktorský	Geologické inženýrství	Vysoká škola báňská – Technická univerzita Ostrava	Hornicko-geologická fakulta	3, 1	0588	3	čeština												Moravskoslezský	31.12.2024
SO	NE	Geologické inženýrství	doktorský	Geologické inženýrství	Vysoká škola báňská – Technická univerzita Ostrava	Hornicko-geologická fakulta	3, 1	0588	3	čeština												Moravskoslezský	31.12.2024
SO	NE	Geologické inženýrství	doktorský	Geologické inženýrství	Vysoká škola báňská – Technická univerzita Ostrava	Hornicko-geologická fakulta	3, 1	0588	4	čeština												Moravskoslezský	31.12.2024
SO	NE	Geologické inženýrství	navazující magisterský	Geologické inženýrství	Vysoká škola báňská – Technická univerzita Ostrava	Hornicko-geologická fakulta	3, 1		2	čeština												Moravskoslezský	31.12.2024
SO	NE	Geologické vědy	doktorský	Geologie (čtyřletá)	Masarykova univerzita	Přírodovědecká fakulta	3, 1	0532	4	čeština												Jihomoravský	31.12.2024
SO	NE	Geologické vědy	doktorský		Univerzita Palackého v Olomouci	Přírodovědecká fakulta	3, 1		4	čeština												Olomoucký	31.12.2024
SP	ANO	Geologické vědy	doktorský	Geologické vědy	Univerzita Palackého v Olomouci	Přírodovědecká fakulta	3, 1	0532	4	čeština		Vědy o Zemi 	100		0		0					Olomoucký	8.8.2028
SO	NE	Geologie	bakalářský	Geologie	Masarykova univerzita	Přírodovědecká fakulta	3, 1	0532	3	čeština												Jihomoravský	31.12.2024
SO	NE	Geologie	navazující magisterský	Geologie	Masarykova univerzita	Přírodovědecká fakulta	3, 1	0532	2	čeština												Jihomoravský	31.12.2024
SP	NE	Geologie	doktorský	Geologie	Univerzita Karlova	Přírodovědecká fakulta	3, 1		4	čeština												Praha	31.12.2024
SP	ANO	Geologie	bakalářský	Geologie	Masarykova univerzita	Přírodovědecká fakulta	3, 1	0532	3	čeština	akademicky zaměřený	Vědy o Zemi 	100		0		0					Jihomoravský	4.8.2024
SP	ANO	Geologie	doktorský	Geologie	Masarykova univerzita	Přírodovědecká fakulta	3, 1	0532	4	čeština		Vědy o Zemi 	100		0		0		0		0	Jihomoravský	15.4.2029
SP	ANO	Geologie	navazující magisterský	Geologie	Masarykova univerzita	Přírodovědecká fakulta	3, 1	0532	2	čeština	akademicky zaměřený	Vědy o Zemi 	100		0		0					Jihomoravský	4.8.2034
SP	ANO	Geologie	bakalářský	Geologie	Univerzita Karlova	Přírodovědecká fakulta	1	0532	3	čeština	akademicky zaměřený	Vědy o Zemi 	100		0		0		0		0	Praha	19.6.2029
SP	ANO	Geologie	doktorský	Geologie	Univerzita Karlova	Přírodovědecká fakulta	3, 1	0532	4	čeština		Vědy o Zemi 	100		0		0		0		0	Praha	23.10.2029
SP	ANO	Geologie	navazující magisterský	Geologie	Univerzita Karlova	Přírodovědecká fakulta	1	0532	2	čeština	akademicky zaměřený	Vědy o Zemi 	100		0		0		0		0	Praha	19.6.2029
SO	NE	Geologie (dvouoborové)	bakalářský	Geologie	Univerzita Karlova	Přírodovědecká fakulta	1		3	čeština												Praha	31.12.2024
SO	NE	Geologie (dvouoborové)	navazující magisterský	Geologie	Univerzita Karlova	Přírodovědecká fakulta	1		2	čeština												Praha	31.12.2024
SO	NE	Geologie (jednooborové)	bakalářský	Geologie	Univerzita Karlova	Přírodovědecká fakulta	1	0532	3	čeština												Praha	31.12.2024
SO	NE	Geologie (jednooborové)	navazující magisterský	Geologie	Univerzita Karlova	Přírodovědecká fakulta	1	0532	2	čeština												Praha	31.12.2024
SO	NE	Geologie a ochrana životního prostředí	bakalářský	Geologie	Univerzita Palackého v Olomouci	Přírodovědecká fakulta	1		3	čeština												Olomoucký	31.12.2024
SO	NE	Geologie a ochrana životního prostředí pro vzdělávání	bakalářský	Geologie	Univerzita Palackého v Olomouci	Přírodovědecká fakulta	1		3	čeština												Olomoucký	31.12.2024
SP	ANO	Geologie a ochrana životního prostředí pro vzdělávání	bakalářský	Geologie a ochrana životního prostředí pro vzdělávání	Univerzita Palackého v Olomouci	Přírodovědecká fakulta	1	0114	3	čeština	akademicky zaměřený	Vědy o Zemi 	60	Učitelství 	40		0					Olomoucký	8.8.2028
SO	NE	Geologie aplikovaná a environmentální	bakalářský	Geologie	Masarykova univerzita	Přírodovědecká fakulta	3, 1	0532	3	čeština												Jihomoravský	31.12.2024
SO	NE	Geologie aplikovaná a environmentální	navazující magisterský	Geologie	Masarykova univerzita	Přírodovědecká fakulta	3, 1	0532	2	čeština												Jihomoravský	31.12.2024
SO	NE	Geologie pro kombinaci s archeologií (dvouoborové)	bakalářský	Geologie	Masarykova univerzita	Přírodovědecká fakulta	3, 1	0532	3	čeština												Jihomoravský	31.12.2024
SO	NE	Geologie pro kombinaci s archeologií (dvouoborové)	navazující magisterský	Geologie	Masarykova univerzita	Přírodovědecká fakulta	3, 1	0532	2	čeština												Jihomoravský	31.12.2024
SO	NE	Geologie pro víceoborové studium (dvouoborové)	bakalářský	Geologie	Masarykova univerzita	Přírodovědecká fakulta	3, 1	0532	3	čeština												Jihomoravský	31.12.2024
SP	ANO	Geologie se zaměřením na vzdělávání	bakalářský	Geologie se zaměřením na vzdělávání	Univerzita Karlova	Přírodovědecká fakulta	1	0114	3	čeština	akademicky zaměřený	Vědy o Zemi 	60	Učitelství 	40		0		0		0	Praha	15.7.2024
SO	NE	Geologie se zaměřením na vzdělávání (dvouoborové)	bakalářský	Geologie	Univerzita Karlova	Přírodovědecká fakulta	1	0532	3	čeština												Praha	31.12.2024
SO	NE	Geologie se zaměřením na vzdělávání (dvouoborové)	bakalářský	Geologie	Univerzita Karlova	Přírodovědecká fakulta	1	0532	3	čeština												Praha	31.12.2024
SO	NE	Geologie se zaměřením na vzdělávání (jednooborové)	bakalářský	Geologie	Univerzita Karlova	Přírodovědecká fakulta	1	0532	3	čeština												Praha	31.12.2024
SO	NE	Geologie se zaměřením na vzdělávání (jednooborové)	bakalářský	Geologie	Univerzita Karlova	Přírodovědecká fakulta	1	0532	3	čeština												Praha	31.12.2024
SO	NE	Geologie se zaměřeními	doktorský	Geologie	Univerzita Karlova	Přírodovědecká fakulta	3, 1	0532	3	čeština												Praha	31.12.2024
SO	NE	Geology	navazující magisterský		Masarykova univerzita	Přírodovědecká fakulta	3, 1		2	angličtina												Jihomoravský	31.12.2024
SO	NE	Geology	bakalářský	Geology	Masarykova univerzita	Přírodovědecká fakulta	3, 1		3	angličtina												Jihomoravský	31.12.2024
SP	NE	Geology	doktorský	Geology	Univerzita Karlova	Přírodovědecká fakulta	3, 1		4	angličtina												Praha	31.12.2024
SP	ANO	Geology	doktorský	Geology	Masarykova univerzita	Přírodovědecká fakulta	3, 1	0532	4	angličtina		Vědy o Zemi 	100		0		0		0		0	Jihomoravský	15.4.2029
SP	ANO	Geology 	bakalářský	Geology 	Univerzita Karlova	Přírodovědecká fakulta	1	0532	3	angličtina	akademicky zaměřený	Vědy o Zemi 	100		0		0		0		0	Praha	19.6.2029
SP	ANO	Geology	doktorský	Geology	Univerzita Karlova	Přírodovědecká fakulta	3, 1	0532	4	angličtina		Vědy o Zemi 	100		0		0		0		0	Praha	23.10.2029
SP	ANO	Geology	navazující magisterský	Geology	Univerzita Karlova	Přírodovědecká fakulta	1	0532	2	angličtina	akademicky zaměřený	Vědy o Zemi 	100		0		0		0		0	Praha	19.6.2029
SO	NE	Geology (jednooborové)	bakalářský	Geology	Univerzita Karlova	Přírodovědecká fakulta	1	0532	3	angličtina												Praha	31.12.2024
SO	NE	Geology (jednooborové)	navazující magisterský	Geology	Univerzita Karlova	Přírodovědecká fakulta	1	0532	2	angličtina												Praha	31.12.2024
SO	NE	Geomatics	doktorský	Geomatika	Západočeská univerzita v Plzni	Fakulta aplikovaných věd	3, 1	0532	4	angličtina												Plzeňský	31.12.2024
SP	ANO	Geomatics 	doktorský	Geomatics 	Západočeská univerzita v Plzni	Fakulta aplikovaných věd	3, 1	0532	4	angličtina		Vědy o Zemi 	100		0		0		0		0	Plzeňský	20.12.2032
SO	NE	Geomatika	navazující magisterský	Geodézie a kartografie	České vysoké učení technické v Praze	Fakulta stavební	1	0731	2	čeština												Praha	31.12.2024
SO	NE	Geomatika	doktorský	Geomatika	Západočeská univerzita v Plzni	Fakulta aplikovaných věd	3, 1	0532	4	čeština												Plzeňský	31.12.2024
SO	NE	Geomatika	navazující magisterský	Geomatika	Západočeská univerzita v Plzni	Fakulta aplikovaných věd	3	0532	3	čeština												Plzeňský	31.12.2024
SO	NE	Geomatika	navazující magisterský	Geomatika	Západočeská univerzita v Plzni	Fakulta aplikovaných věd	3, 1	0532	2	čeština												Plzeňský	31.12.2024
SO	NE	Geomatika	bakalářský	Geomatika	Západočeská univerzita v Plzni	Fakulta aplikovaných věd	3, 1		3	čeština												Plzeňský	31.12.2024
SP	ANO	Geomatika	bakalářský	Geomatika	Západočeská univerzita v Plzni	Fakulta aplikovaných věd	1	0532	3	čeština	akademicky zaměřený	Vědy o Zemi 	100		0		0		0		0	Plzeňský	31.3.2032
SP	ANO	Geomatika	doktorský	Geomatika	Západočeská univerzita v Plzni	Fakulta aplikovaných věd	3, 1	0532	4	čeština		Vědy o Zemi 	100		0		0		0		0	Plzeňský	20.12.2032
SP	ANO	Geomatika	navazující magisterský	Geomatika	Západočeská univerzita v Plzni	Fakulta aplikovaných věd	1	0532	2	čeština	akademicky zaměřený	Vědy o Zemi 	100		0		0		0		0	Plzeňský	2.8.2033
SO	NE	Geometrie	navazující magisterský	Matematika	Masarykova univerzita	Přírodovědecká fakulta	1	0541	2	čeština												Jihomoravský	31.12.2024
